"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","sea_slug_resp","swimming_trunks_resp","megalith_resp","brown_bear_resp","nails_resp","chickpea_resp","goblet_resp","monitor_resp","spider_monkey_resp","gazania_resp","marimba_resp","football_helmet_resp","madagascar_cat_resp","shrimp_resp","mite_resp","nightsnake_resp","basenji_resp","vacuum_resp","cherry_resp","ruffed_grouse_resp","metronome_resp","envelope_resp","logwood_resp","fragrant_orchid_resp","howler_monkey_resp","sea_slug_conf","swimming_trunks_conf","megalith_conf","brown_bear_conf","nails_conf","chickpea_conf","goblet_conf","monitor_conf","spider_monkey_conf","gazania_conf","marimba_conf","football_helmet_conf","madagascar_cat_conf","shrimp_conf","mite_conf","nightsnake_conf","basenji_conf","vacuum_conf","cherry_conf","ruffed_grouse_conf","metronome_conf","envelope_conf","logwood_conf","fragrant_orchid_conf","sea_slug_time","swimming_trunks_time","megalith_time","brown_bear_time","nails_time","chickpea_time","goblet_time","monitor_time","spider_monkey_time","gazania_time","marimba_time","football_helmet_time","madagascar_cat_time","shrimp_time","mite_time","nightsnake_time","basenji_time","vacuum_time","cherry_time","ruffed_grouse_time","metronome_time","envelope_time","logwood_time","fragrant_orchid_time","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","sea_slug","swimming_trunks","megalith","brown_bear","nail","chickpea","goblet","monitor","spider_monkey","gazania","marimba","football_helmet","madagascar_cat","shrimp","mite","night_snake","basenji","vacuum","cherry","ruffed_grouse","metronome","envelope","logwood","fragrant_orchid","howler_monkey","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","sea_slug_exact_match","swimming_trunks_exact_match","megalith_exact_match","brown_bear_exact_match","nail_exact_match","chickpea_exact_match","goblet_exact_match","monitor_exact_match","spider_monkey_exact_match","gazania_exact_match","marimba_exact_match","football_helmet_exact_match","madagascar_cat_exact_match","shrimp_exact_match","mite_exact_match","night_snake_exact_match","basenji_exact_match","vacuum_exact_match","cherry_exact_match","ruffed_grouse_exact_match","metronome_exact_match","envelope_exact_match","logwood_exact_match","fragrant_orchid_exact_match","sea_slug_synonym","swimming_trunks_synonym","megalith_synonym","brown_bear_synonym","nail_synonym","chickpea_synonym","goblet_synonym","monitor_synonym","spider_monkey_synonym","gazania_synonym","marimba_synonym","football_helmet_synonym","madagascar_cat_synonym","shrimp_synonym","mite_synonym","night_snake_synonym","basenji_synonym","vacuum_synonym","cherry_synonym","ruffed_grouse_synonym","metronome_synonym","envelope_synonym","logwood_synonym","fragrant_orchid_synonym","sea_slug_present","swimming_trunks_present","megalith_present","brown_bear_present","nail_present","chickpea_present","goblet_present","monitor_present","spider_monkey_present","gazania_present","marimba_present","football_helmet_present","madagascar_cat_present","shrimp_present","mite_present","night_snake_present","basenji_present","vacuum_present","cherry_present","ruffed_grouse_present","metronome_present","envelope_present","logwood_present","fragrant_orchid_present","sea_slug_category","swimming_trunks_category","megalith_category","brown_bear_category","nail_category","chickpea_category","goblet_category","monitor_category","spider_monkey_category","gazania_category","marimba_category","football_helmet_category","madagascar_cat_category","shrimp_category","mite_category","night_snake_category","basenji_category","vacuum_category","cherry_category","ruffed_grouse_category","metronome_category","envelope_category","logwood_category","fragrant_orchid_category","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","exact_match_answers_as_percent","synonym_answers_as_percent","present_answers_as_percent","category_answers_as_percent"
"165","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:33:34,"509","True","R_3OqrNW66aXMzqbx","5cf12b12fe14310001ce0928","695676",1993,"Male","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","yellow and brown sea slug","summer shorts","stone monuments","grizzly bear","nail","chickpea vegetarian meal","blue goblet","crt monitor","howler monkey","gazania","yarn on a bench","football helmet memorabilia","lemur","fried shrimp","red mite","hognose snake","basenji dog","usb hoover","dalmatian and some cherries","partridge","metronome and a heart shape","christmas display","two tents in a garden","white flower with red speckles","howler monkey",0.4,1,0.8,1,1,1,0.8,1,0.8,0.8,0.6,1,1,1,1,0.8,1,0.4,1,0.4,1,0.2,1,0.4,22.655,15.05,11.239,12.66,5.109,18.563,9.713,9.032,16.458,14.902,15.22,21.547,27.91,8.72,10.911,18.164,17.387,38.431,13.011,33.544,11.165,29.023,10.183,22.96,27,1,1,4,2,0.4,0,1,0,0,0,0,1,1,0,0,1,"correct","category","category","synonym","correct","correct","correct","correct","wrong","correct","wrong",NA,"synonym","correct","correct","wrong","correct","category","correct","wrong","correct","category","present","present","correct",1,1,1,3,1,0.808333333333333,17.2315416666667,1,0,0,0,1,1,1,1,0,1,0,NA,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,NA,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,NA,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,1,1,1,0,1,1,1,0,1,1,1,1,11,13,15,19,0.458333333333333,0.541666666666667,0.625,0.791666666666667
"166","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:37:18,"294","True","R_YcCvIU3mRHqrWoh","5d0a993c6e9965001aeafe67","96486",1989,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","sunflower","needle","crash helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","ax","dalmatian","partridge","cello","handkerchief","tent","coelogyne","howler monkey",0.2,0.8,0.8,1,1,1,1,1,0.4,1,0.6,0.8,0.4,1,0.2,0.4,0.2,0,1,0.6,0,0,1,0.2,7.969,16.106,4.959,8.725,4.409,5.082,4.988,14.512,9.444,6.026,8.326,14.438,12.277,10.865,4.794,8.593,7.995,5.269,6.451,6.122,7.742,18.5,4.725,11.658,31,0,0,4,4,0.52,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","synonym","wrong","synonym","wrong","wrong","category","correct","correct","wrong","correct","wrong","present","wrong","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.608333333333333,8.74895833333333,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,10,13,15,16,0.416666666666667,0.541666666666667,0.625,0.666666666666667
"167","Somewhat untrustworthy","Somewhat easy",3,NA,2020-05-12 13:36:21,"375","True","R_2DZW1EyVNbVHJsD","5e329c36d94ac42699bfbee9","93145",2000,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","coral reef","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","howler monkey","sunflower","thimble","football helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","hand blower","dalmatian","partridge","metronome","envelope","tent","ccoelogyne","howler monkey",0.8,0.6,0,1,1,1,0.8,0.8,0.2,0.8,0.8,0.4,0.6,0.8,0.4,0.4,0.4,1,1,0.4,1,0.8,1,0.8,6.535,10.472,15.93,8.159,5.984,10.649,8.954,10.964,7.897,6.863,18.703,14.444,12.428,6.473,8.967,9.765,18.55,9.978,7.001,6.622,23.242,11.53,6.207,20.685,20,0,0,2,2,0.12,0,0,0,1,0,0,1,0,1,0,1,"category","correct","correct","correct","correct","correct","correct","synonym","wrong","synonym","category","correct","category","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.7,11.1250833333333,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,12,15,17,20,0.5,0.625,0.708333333333333,0.833333333333333
"168","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:29:33,"786","True","R_3qjlUhYSOhGEJHj","5b2926a234ffd00001b49c63","611246",1978,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming shorts","megalith","brown bear","nails","chickpeas","blue goblet","pc monitor","howler monkey","gazania flower","beaters","crash helmet","ring tailed lemur","fried shrimp","clover mite","hognose snake","basenji dog","beard trimmer","dalmatian","partridge bird","metronome","picture","tent","coelogyne","howler monkey",0.8,0.8,1,1,0.8,0.4,0.8,1,0.8,0.6,0.8,1,1,0.8,0.6,0.6,0.6,0,1,0.6,0.8,0.2,1,1,32.048,16.115,25.671,28.813,15.983,20.945,9.405,14.851,24.338,25.883,22.127,22.813,15.409,12.805,75.502,38.618,15.464,46.769,15.061,12.946,57.559,24.878,8.888,32.661,42,0,0,2,4,0.2,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","wrong","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","wrong","present","synonym","correct",1,1,1,3,1,0.75,25.648,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,12,15,17,17,0.5,0.625,0.708333333333333,0.708333333333333
"169",NA,"Extremely difficult",NA,NA,2020-05-12 13:36:27,"376","True","R_3EVXOUsBmhB4FWN","5d24bb643e29d0001ab3ba63","936067",1988,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","coral","men's shorts","scene from the princess bride","grizzly bear","four nails","pasta salad","blue glass","computer monitor","howler money","sunflower","yarn","dallas cowboys signed helmet","ring-tailed lemur","fried chicken and pasta salad","crab","rattlesnake","terrier","usb blow dryer","dalmation","quail","metronome","magnets","two camping tents","white flowers","howler monkey",0.6,0.4,0.2,0.8,1,0.4,0.4,0.8,0.8,0.6,0.2,0.8,1,0.4,0,0.4,0.4,0.2,0.8,0.4,1,0.2,0.6,0.4,11.1,5.319,23.013,9.235,7.411,6.8,9.895,11.208,6.937,6.292,43.853,10.07,17.342,9.445,10.506,12.667,13.251,14.406,7.688,13.364,13.2,10.998,8.011,9.001,32,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,"synonym","category","wrong","synonym","correct","wrong","category","correct","wrong","synonym","wrong","correct","synonym","wrong","wrong","wrong","wrong","wrong","present","wrong","correct","wrong","present","present","correct",1,1,1,3,1,0.533333333333333,12.1255,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,4,8,11,13,0.166666666666667,0.333333333333333,0.458333333333333,0.541666666666667
"170","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:34:16,"512","True","R_1lfWYtW56gxrm06","577d1216b425c40001434b2f","982410",1983,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","standing stone","brown bear","nail","chickpea salad","blue goblet","pc","howler monkey","gazania","glockenspeil","american football crash helmet","ring tailed lemur","shrimp","red spider mite","hognose snake","basenji","ax","dalmatian","partridge","metronome","envelope","tent","coelogyne","howler monkey",0,0.8,0.8,0.8,1,0.8,1,1,0.4,0,0.8,0.8,1,0.8,0.6,0.2,0,0,1,0.4,1,0.8,1,0,16.481,12.021,11.477,6.633,8.558,18.929,12.21,11.158,11.268,25.171,13.501,49.733,12.193,8.502,8.811,9.85,8.578,24.966,12.113,10.241,12.333,15.694,11.299,12.25,37,1,0,2,4,0.52,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","category","correct","correct","correct","correct","synonym","wrong","correct","category","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.625,14.3320833333333,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,13,16,18,20,0.541666666666667,0.666666666666667,0.75,0.833333333333333
"171","Somewhat trustworthy","Somewhat easy",17,NA,2020-05-12 13:31:50,"661","True","R_3DjNc2Ch5zkUonU","5d9d3a2074c5470016b6b076","818174",1991,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nails","chickpea","goblet","desktop computer monitor","howler monkey","gazania","a ball of twine","crash helmet","lemur","shrimp","mite/bed bug","boa constrictor","basenji","usb keyboard hoover","dalmatian","partridge","metronome","envelope","tent","coelogyne","howler monkey",0.8,0.8,1,0.8,1,1,0.8,1,0.6,0.6,0.6,1,1,1,0.8,1,1,1,1,0.6,1,0.8,1,0.4,8.513,13.545,34.149,9.955,5.998,13.998,14.001,14.636,14.837,23.574,26.811,13.897,26.771,10.639,12.241,120.313,15.301,29.077,7.246,49.31,23.885,10.28,8.597,23.968,29,1,0,4,2,0.68,0,0,1,0,0,0,1,0,1,1,0,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","correct","wrong","wrong","synonym","correct","category","wrong","correct","correct","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.858333333333333,22.1475833333333,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,14,16,18,19,0.583333333333333,0.666666666666667,0.75,0.791666666666667
"172","Somewhat trustworthy","Extremely difficult",16,"Unsure why the options for education are 2 year or 4 year degree as most bachelor degrees are 3 year",2020-05-12 13:36:56,"359","True","R_2EtNdKL5tbKORGV","5e99d8f9295e29041a7ed558","939243",1997,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","printer","tree monkey","gazania","thimble","crash helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","ax","dalmatian","partridge","cello","handkerchief","yurt","coelgyne","howler monkey",0.8,0.6,1,1,1,0.8,1,0,0.6,0.8,0,0.8,0.4,1,0,0.4,1,0.2,0.8,0.8,0.2,0,0.6,0.2,4.588,6.897,8.725,4.385,5.939,6.504,4.279,3.491,11.498,9.892,4.173,8.963,8.166,4.177,6.95,8.001,6.224,4.297,15.505,4.623,19.845,5.422,8.252,6.807,23,1,0,4,5,0.64,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","wrong","category","correct","category","wrong","category","correct","correct","wrong","correct","wrong","present","wrong","wrong","wrong","wrong","synonym","correct",1,1,1,3,1,0.583333333333333,7.400125,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,11,12,13,16,0.458333333333333,0.5,0.541666666666667,0.666666666666667
"173","I don't know","Somewhat difficult",6,NA,2020-05-12 13:37:15,"346","True","R_1CBA0MjVvm6N5Lr","5e7009e9e1924c5ef68ab762","145070",2000,"Female","High School","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","stone wall","brown bear","nails","chickpea","goblet","desktop computer","howler monkeu","sunflower","mallets","helmet","spider monkey","shrimp","mite","hog nose snake","corgi","ax","dalmatian and cherries","partridge","whistle","envelope","tent","coelogyne","howler monkey",1,1,0.4,1,1,0.8,0.8,1,1,1,0.8,0.6,0.2,1,1,0.2,0.6,0,0.8,0.2,0,0.4,1,1,11.309,10.505,12.942,8.073,3.38,11.263,6.573,10.556,6.098,8.651,27.403,6.579,13.198,9.009,8.313,9.665,7.816,6.795,12.368,11.01,14.455,20.059,4.867,11.786,20,0,0,3,4,0.24,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","category","correct","correct","correct","correct","synonym","wrong","synonym","category","category","wrong","correct","correct","wrong","wrong","wrong","correct","wrong","wrong","correct","present","synonym","correct",1,1,1,3,1,0.7,10.5280416666667,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,10,13,14,17,0.416666666666667,0.541666666666667,0.583333333333333,0.708333333333333
"174","Somewhat untrustworthy","Extremely difficult",8,"Pictures were not easy/obvious with/without AI help",2020-05-12 13:36:37,"391","True","R_2zA6c54e0vUZDsf","5b19697e3522660001b40094","210759",1994,"Female","High School","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","coral","swimming trunks","megalith","brown bear","nail","chickpea","goblet","computer screen","howler monkey","sunflower","thimble","signed baseball helmet","lemur","battered shrimp","dust mite","hognose snake","basenji","usb cable adapter","dalmation & cherries","partridge","cello","paper","tent","coelogyne","howler monkey",0.6,0.8,0.4,1,1,0.4,1,1,0.4,0.8,0.2,1,0.8,0.8,0.4,0.4,0.6,0.4,1,0.6,0,0,1,0.4,8.845,8.055,11.892,15.19,4.918,7.952,7.013,12.709,10.814,6.413,16.1,11.737,16.367,9.362,11.191,10.349,6.466,18.351,8.494,5.53,13.934,16.469,5.946,7.894,26,0,0,2,5,0.32,1,0,0,0,0,0,1,1,0,1,0,"synonym","correct","correct","correct","correct","correct","correct","synonym","wrong","synonym","category","wrong","synonym","correct","correct","wrong","correct","wrong","correct","wrong","wrong","category","present","synonym","correct",1,1,1,3,1,0.625,10.499625,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,10,15,16,18,0.416666666666667,0.625,0.666666666666667,0.75
"175",NA,"Somewhat difficult",NA,"N/A",2020-05-12 13:31:52,"676","True","R_2t4EuUZOjqIgHAn","58b2086ab3ae2f0001d3446b","49649",1989,"Female","2 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","a sea creature/plant","purple flowery shorts","a man walking down a hill","brown bears","four nails","potato salad","chalice","an old pc","a monkey","yellow flower","knitting needles","a signed american football helmet","ring-tailed lemur","fried shrimp","an insect","snake","a dog","electric razor","a dalmatian dog and some cherries","a bird","a metronome and a red heart","christmas decorations","two tents in a field","white flower","howler monkey",0.2,0.8,0.8,0.8,1,0.2,0.2,0.2,0.8,0.6,0,0.8,0.8,0.2,0.4,0.8,0.8,0,1,0.8,1,0,0.8,0.4,10.867,16.108,12.998,6.397,12.359,20.964,13.953,21.28,8.011,72.997,31.167,19.117,14.895,14.54,14.435,10.271,20.192,59.136,17.758,45.86,13.488,27.583,21.535,78.423,31,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"category","category","present","correct","correct","category","synonym","synonym","category","present","wrong","correct","synonym","correct","category","category","category","wrong","correct","category","correct","present","present","category","correct",1,1,1,3,1,0.558333333333333,24.34725,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,6,9,13,22,0.25,0.375,0.541666666666667,0.916666666666667
"176","Somewhat untrustworthy","Somewhat easy",5,NA,2020-05-12 13:35:38,"456","True","R_1mtjzzKHDtKubX4","5e8b861386bb470531a727d4","704602",2001,"Female","Some college","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific","sea slug","swimming trunks","cliff","brown bear","nail","cauliflower","goblet","desktop computer","howler monkey","sunflower","tgimble","football helmet","squirrel monkey","shrimp","tick","hognose snake","boxer","hand blower","dalmation","quail","whistle","envelope","tent","dendrobium","spider monkey",0.4,1,0.6,1,1,0.6,0.8,1,0.4,0.8,0.4,1,0.4,0.6,0.4,0.2,0.2,0.4,1,0.2,0.2,0.8,1,0.2,26.018,9.034,17.998,8.835,4.697,12.861,7.975,15.337,11.584,7.532,20.669,10.88,13.674,18.619,24.609,15.118,21.872,20.37,6.143,10.597,28.507,9.837,4.602,18.12,19,0,0,2,2,0.2,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","category","correct","correct","wrong","correct","synonym","wrong","synonym","category","correct","category","correct","category","wrong","wrong","wrong","present","wrong","wrong","correct","present","synonym","wrong",0,1,0,1,0,0.608333333333333,14.3953333333333,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,8,11,13,17,0.333333333333333,0.458333333333333,0.541666666666667,0.708333333333333
"177","Somewhat trustworthy","Somewhat difficult",13,"it was difficult",2020-05-12 13:34:21,"539","True","R_0UKa5YTXfwEdSCd","5c4cd49f9446be00017e773f","630452",1993,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","sea slug","short pants","standing stones","polar bear","nail","chick pea salad","goblet","monitor","howler monkey","african daisy","string","football helmet","spider monkey","shrimp","mite","logger head","boxer","usb vaccuum","dalmation","partridge","metronome","envelope","tent","orchid","howler monkey",0.4,0.8,0.8,0.2,1,0.6,0.8,1,0.6,0.4,0.6,1,0.4,1,0.8,0.2,0.2,0.8,0.8,0.6,1,0.4,1,0.4,21.25,21.14,14.844,27.726,6.831,18.346,11.602,10.977,18.616,16.04,36.097,16.654,15.286,12.494,10.002,12.669,11.728,24.911,25.995,24.9,12.884,10.87,7.377,9.579,27,1,0,4,4,0.52,0,0,0,0,1,0,1,0,1,0,1,"correct","category","category","wrong","correct","correct","correct","correct","wrong","synonym","wrong","correct","wrong","correct","correct","wrong","wrong","correct","present","wrong","correct","correct","present","category","correct",1,1,1,3,1,0.658333333333333,16.6174166666667,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,11,12,14,17,0.458333333333333,0.5,0.583333333333333,0.708333333333333
"178","Somewhat trustworthy","Somewhat easy",8,NA,2020-05-12 13:31:29,"712","True","R_3CT1sHpHEVCVAo4","5ea5d4f7147a49084869fcc1","799586",2000,"Male","2 year degree","5AI_bar","Yes","Yes","Spider Monkey","Be Specific","sea slug","short pants","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","gazania","xylophone","football helmet","lemur","shrimp","tick","night snake","basenji","hand blower","dalmatian and cherries","partridge","metronome","envelope","tent","phaius","howler monkey",0.8,0.8,1,1,1,0.8,0.8,1,0.8,1,0.6,1,1,0.8,0.6,0.6,0.8,0.8,1,0.8,1,1,1,0,14.036,16.6,23.164,10.657,7.23,12.141,25.066,12.931,12.459,16.374,36.413,11.077,9.265,13.166,37.94,57.009,34.702,58.856,31.319,9.951,33.701,13.167,16.157,30.201,20,0,1,4,2,0.32,0,0,1,0,0,0,1,0,1,1,0,"correct","category","correct","correct","correct","correct","correct","synonym","correct","correct","category","correct","synonym","correct","category","correct","correct","wrong","correct","wrong","correct","correct","present","wrong","correct",0,1,1,2,0,0.833333333333333,22.64925,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,15,17,18,21,0.625,0.708333333333333,0.75,0.875
"179","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:37:47,"334","True","R_YW7FuwiwkWYlIg9","5e82643b86d8b099b8b78aa6","798035",1998,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","gazania","yarn","football helmet","lemur","shrimp","mite","hognose snake","basenji","hand blower","dalmatian","partridge","metronome","envelope","tent","coelogyne","howler monkey",0.8,0.8,0.4,0.8,1,0.8,0.8,1,0.6,0.8,0.4,1,0.8,0.8,0.6,0.6,0.8,0.6,1,0.6,1,0.8,1,1,34.267,5.271,9.619,5.396,8.074,10.582,5.175,5.506,14.127,11.87,8.357,5.288,13.856,5.092,5.174,23.225,8.646,12.197,4.878,26.126,6.929,5.893,4.17,12.183,22,1,1,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","correct","correct","wrong","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.783333333333333,10.495875,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,15,18,20,20,0.625,0.75,0.833333333333333,0.833333333333333
