"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","response","image","conf_resp","time_taken","image_accuracy","exact_match","synonym","present","category","values","ind"
"2193","Somewhat trustworthy","Somewhat easy",NA,NA,2020-05-12 13:31:28,"756","True","R_3MuRoooakYqqrHt","5e9f206b86fd1f04f1185519","767812",1960,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Generic",60,0,0,4,2,NA,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.8,23.7259583333333,12,14,16,18,"desktop computer","monitor_resp",1,17.207,"synonym",0,0,1,1,1,"monitor_category"
"2194","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-12 13:34:45,"569","True","R_1CJulbQmUnY3jUj","5ba1387c2000c10001b71649","515320",1997,"Male","High School","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",23,0,1,2,2,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.75,17.3865,12,14,16,19,"computer monitor","monitor_resp",1,12.169,"correct",1,1,1,1,1,"monitor_category"
"2195","Somewhat trustworthy","Somewhat easy",13,NA,2020-05-12 13:32:12,"725","True","R_2SeHBCKGcyuV9jF","5eb9dfa645a0f110d70e8f0d","984292",1998,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","With All Possible Options",22,1,1,4,2,0.52,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.8,23.1184583333333,14,18,19,21,"desktop computer","monitor_resp",1,8.213,"synonym",0,0,1,1,1,"monitor_category"
"2196",NA,"Somewhat difficult",NA,NA,2020-05-12 13:38:21,"363","True","R_1Hq6mY2zFy5T3KF","5e78c8f239dc9403b9dd936b","132534",2000,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",20,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.633333333333333,11.0003333333333,6,10,13,21,"computer","monitor_resp",0.4,36.286,"synonym",0,0,1,1,1,"monitor_category"
"2197","Very untrustworthy","Somewhat difficult",6,"I felt certain questions were purposely wrong and had to intentionally enter the wrong answer which is why with those questions i gave 0% confidence. Method of elimination was used for certain questions, however still found it quite challenging.",2020-05-12 13:23:04,"1287","True","R_3feqhpuz6li70Ci","5ea1c233a4606509ac12f9a8","349382",1991,"Male","2 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",29,0,1,1,4,0.24,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.675,42.0330833333333,13,16,18,20,"desktop computer","monitor_resp",1,12.858,"synonym",0,0,1,1,1,"monitor_category"
"2198","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:36:32,"483","True","R_2pY2r8FqtRVP3e2","5db97ec3d97995000f76e5fa","397728",1998,"Male","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,0,1,4,4,0.6,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.608333333333333,12.7595416666667,14,16,18,20,"computer monitor","monitor_resp",1,12.799,"correct",1,1,1,1,1,"monitor_category"
"2199","Somewhat untrustworthy","Somewhat easy",6,NA,2020-05-12 13:37:13,"443","True","R_1gATncm3IliF7or","5e9dbe285597de0f60581088","923376",2000,"Female","High School","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,2,2,0.24,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.608333333333333,13.5853333333333,10,13,15,20,"computer","monitor_resp",1,5.734,"synonym",0,0,1,1,1,"monitor_category"
"2200","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:34:59,"577","True","R_T7w6ol40lZmHDOh","5eb7ef45a0be7602c9e5fa7e","957161",1983,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",37,1,0,4,4,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.741666666666667,17.8701666666667,10,13,15,18,"pc screen","monitor_resp",1,14.458,"synonym",0,0,1,1,1,"monitor_category"
"2201",NA,"Extremely difficult",NA,NA,2020-05-12 13:34:54,"584","True","R_Zk27sozrTaMBaCZ","5d9397bfdc04d10015b7f7ea","68524",1983,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Detailed",37,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,0,0.816666666666667,18.3112916666667,6,11,12,15,"crt monitor","monitor_resp",0.8,22.297,"correct",1,1,1,1,1,"monitor_category"
"2202","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:29:23,"917","True","R_30qttoILMJUJw59","5eaf5343e4812265ae537ab7","317889",1970,"Male","Some college","5AI_ABC","Yes","Yes","Tree","Be Detailed",50,0,1,4,4,0.72,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.658333333333333,28.7340416666667,9,12,13,15,"desktop computer","monitor_resp",1,7.492,"synonym",0,0,1,1,1,"monitor_category"
"2203","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:36:45,"483","True","R_1IXhbDXMx9xxHOG","5e149379d5e0b7000d999ae4","757591",1996,"Female","Less than high school","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",24,NA,0,4,4,0.44,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.666666666666667,14.9254583333333,10,12,14,22,"computer monitor","monitor_resp",1,12.431,"correct",1,1,1,1,1,"monitor_category"
"2204",NA,"Somewhat difficult",NA,"Thanks for survey",2020-05-12 13:35:14,"576","True","R_yPf8jr8NNl4NWrD","5e0617ec6887bc0173a43a2a","367967",1986,"Male","2 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",34,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.783333333333333,19.8332916666667,6,7,9,20,"an old style computer monitor","monitor_resp",1,14.517,"correct",1,1,1,1,1,"monitor_category"
"2205","Somewhat untrustworthy","Somewhat easy",7,NA,2020-05-12 13:36:17,"527","True","R_1QGgGEPykXnvLyi","5d53cd1dfdcbd800013623f4","961574",1984,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,2,0.28,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.783333333333333,16.5269583333333,7,9,12,17,"desktop computer","monitor_resp",1,12.794,"synonym",0,0,1,1,1,"monitor_category"
"2206","Somewhat trustworthy","Somewhat easy",5,"I enjoyed the study",2020-05-12 13:34:04,"665","True","R_2YPUesL2qT2wmCx","59afca3d8d02850001a6beb7","287934",1966,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",54,0,0,4,2,0.2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.866666666666667,19.09525,4,8,10,15,"desktop computer","monitor_resp",1,18.785,"synonym",0,0,1,1,1,"monitor_category"
"2207","Very trustworthy","Somewhat easy",24,NA,2020-05-12 13:37:42,"465","True","R_3EDUdDv5ssE8qud","5eab13695b11f20c367bac5a","643590",1998,"Female","High School","5AI_nobar","Yes","Yes","Spider Monkey","Be Detailed",22,0,0,5,2,0.96,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.975,15.8934166666667,8,11,13,16,"desktop computer","monitor_resp",1,8.761,"synonym",0,0,1,1,1,"monitor_category"
"2208","Somewhat untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:36:03,"569","True","R_3D2tnDa6zoR1iQ1","54249d44fdf99b691fb384dc","134364",1984,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","With All Possible Options",36,1,1,2,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.608333333333333,18.162875,10,11,13,18,"computer cft monitor","monitor_resp",1,21.478,"correct",1,1,1,1,1,"monitor_category"
"2209",NA,"Somewhat difficult",NA,"Thanks for letting me participate! I tried guessing my best at some of them.",2020-05-12 13:37:27,"487","True","R_2SpC1vg1vSL3VRN","5c21b9b489f0350001737223","883562",1995,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",25,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.866666666666667,16.3310833333333,7,12,14,18,"computer","monitor_resp",1,3.962,"synonym",0,0,1,1,1,"monitor_category"
"2210","Somewhat untrustworthy","I don't know",15,NA,2020-05-12 13:31:28,"849","True","R_1IubG7Yfs3G8mYd","599186630675b100014daddd","297686",1976,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",44,1,1,2,3,0.6,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.816666666666667,20.2210416666667,12,14,16,18,"pc","monitor_resp",1,18.711,"synonym",0,0,1,1,1,"monitor_category"
"2211","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:33:02,"758","True","R_3jTkBInCVTXI3oz","5e0fac24500f066c547f6376","990138",1978,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",42,1,0,4,4,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.825,26.0882916666667,17,18,19,20,"desktop computer monitor","monitor_resp",1,10.739,"correct",1,1,1,1,1,"monitor_category"
"2212","I don't know","Somewhat easy",5,NA,2020-05-12 13:34:28,"673","True","R_3jV6onRE7dZDTTj","5e3ae0913c750f016e653573","299879",1981,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",39,0,0,3,2,0.2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.508333333333333,20.118375,9,11,13,18,"computer","monitor_resp",0.6,15.857,"synonym",0,0,1,1,1,"monitor_category"
"2213","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:34:37,"668","True","R_1CxxrF0q7AHkTiT","5ea95e2ede1f1002f8300b69","416586",1993,"Male","Doctorate","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,2,4,0.2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.683333333333333,22.0503333333333,13,16,17,20,"monitor","monitor_resp",1,9.356,"correct",1,1,1,1,1,"monitor_category"
"2214","Very untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:35:17,"628","True","R_0BWdCPfPDzUdSQ9","5c6351df1185c40001a36277","654883",1984,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,0,0,1,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.458333333333333,18.8684166666667,11,13,15,18,"computer monitor","monitor_resp",0.8,12.685,"correct",1,1,1,1,1,"monitor_category"
"2215","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:37:06,"520","True","R_yxZ8LYZt5Q4WhDb","5af5e288e19f8c00019e3d09","86961",1991,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.575,16.7774166666667,11,15,17,20,"desktop computer","monitor_resp",1,12.177,"synonym",0,0,1,1,1,"monitor_category"
"2216","Somewhat untrustworthy","Somewhat easy",9,NA,2020-05-12 13:34:22,"690","True","R_21c9YXsnHfglyiY","5ea2f5c581a44e23f9d05b06","887722",1964,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",56,1,1,2,2,0.36,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.608333333333333,19.4309583333333,11,14,16,18,"crt monitor","monitor_resp",1,22.732,"correct",1,1,1,1,1,"monitor_category"
"2217","Somewhat trustworthy","Somewhat easy",16,NA,2020-05-12 13:34:40,"677","True","R_2vlkENALe6c2mnf","5ddaf4f37aa0d6a6c2c53af6","249003",1993,"Female","Some college","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific",27,0,0,4,2,0.64,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.675,21.0302916666667,10,14,16,18,"desktop computer","monitor_resp",1,16.063,"synonym",0,0,1,1,1,"monitor_category"
"2218","Somewhat trustworthy","Extremely difficult",6,"Some of the animals were hard to identify as I don't have enough knowledge.",2020-05-12 13:32:49,"794","True","R_1LdsLpkW2ThWeaa","5bead56b5324b10001c2551c","397032",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",25,1,1,4,5,0.24,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.741666666666667,23.3645833333333,13,14,15,20,"crt monitor","monitor_resp",1,5.794,"correct",1,1,1,1,1,"monitor_category"
"2219","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:32:09,"836","True","R_3HFFrycleCKOUOz","5e9fc59d388f5c16e8bb40f6","877717",1999,"Female","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",21,0,0,4,4,0.4,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.641666666666667,28.1586666666667,13,18,20,21,"desktop computer","monitor_resp",1,12.564,"synonym",0,0,1,1,1,"monitor_category"
"2220","Somewhat untrustworthy","Somewhat easy",5,"i do no have any concerns.",2020-05-12 13:33:03,"792","True","R_1dugu4fScql2JWN","5be9fa3d1781990001f88382","969263",1991,"Male","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,0,1,2,2,0.2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.808333333333333,26.7751666666667,9,10,11,20,"an old computer monitor","monitor_resp",1,60.465,"correct",1,1,1,1,1,"monitor_category"
"2221","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:38:10,"499","True","R_1NaIs8DGeYMxrIm","5e5f00593676ec24ba65d031","214913",1998,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",22,1,1,4,4,0.72,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.608333333333333,15.8492916666667,10,12,15,18,"computer","monitor_resp",1,3.941,"synonym",0,0,1,1,1,"monitor_category"
"2222","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:34:37,"712","True","R_2to0ZYWWQwK0WTW","5d0e459e86e343000141468d","131645",1953,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",67,0,0,4,2,0.4,0,0,1,0,0,0,1,0,1,1,0,1,1,0,2,0,0.791666666666667,22.2443333333333,11,13,15,21,"computer monitor","monitor_resp",1,18.317,"correct",1,1,1,1,1,"monitor_category"
"2223","I don't know","Somewhat difficult",10,NA,2020-05-12 13:39:06,"460","True","R_4PghBan3h1Mde49","5c6fd4307a844e0001b2eb29","759635",1991,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,3,4,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.566666666666667,13.8902916666667,12,14,16,20,"desktop monitor","monitor_resp",1,19.523,"correct",1,1,1,1,1,"monitor_category"
"2224","Somewhat trustworthy","Somewhat easy",8,"that was great - hope my data is useful. Thank you!",2020-05-12 13:37:56,"534","True","R_AhNZhMtJr6H2GI1","5eb9b2f1dbd0090dea81a3f8","90355",1993,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,4,2,0.32,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.85,16.01025,14,16,17,19,"crt monitor","monitor_resp",1,7.476,"correct",1,1,1,1,1,"monitor_category"
"2225",NA,"Somewhat difficult",NA,NA,2020-05-12 13:38:00,"536","True","R_3Rr0NiNVh3mZ2Ee","5e77b7295bd592325e488cd6","721102",1990,"Male","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific",30,1,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.733333333333333,16.435375,6,9,11,19,"crt computer monitor","monitor_resp",1,7.701,"correct",1,1,1,1,1,"monitor_category"
"2226","Somewhat untrustworthy","Somewhat difficult",15,NA,2020-05-12 13:35:43,"675","True","R_3Rn1fWRsVuCbh8Z","5dd494c9b0438947e48b31b0","429499",1980,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Detailed",40,1,0,2,4,0.6,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0.816666666666667,23.4087916666667,7,7,8,16,"older monitor","monitor_resp",1,16.144,"correct",1,1,1,1,1,"monitor_category"
"2227","Somewhat trustworthy","Extremely easy",18,NA,2020-05-12 13:29:27,"1052","True","R_86q1cLKmeREVCWR","5dcb8b7a35fd0c84b5d35ba5","983960",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",25,1,1,4,1,0.72,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.833333333333333,37.1045833333333,13,14,16,18,"desktop computer","monitor_resp",1,25.473,"synonym",0,0,1,1,1,"monitor_category"
"2228",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:29,"885","True","R_PTBDP4ueEk0gLrH","5eb95695c82a3e023f425a16","470056",1975,"Female","High School","Control","Yes","Yes","Howler Monkey","Be Specific",45,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.825,29.1386666666667,4,7,10,18,"1990's style computer","monitor_resp",0.8,44.64,"synonym",0,0,1,1,1,"monitor_category"
"2229","Somewhat untrustworthy","Somewhat difficult",21,NA,2020-05-12 13:36:40,"644","True","R_2xVIgKlLNPNVjBf","5c23615d70d93a0001202ea2","372949",1992,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Detailed",28,0,1,2,4,0.84,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,0,0.55,20.27425,9,12,14,18,"desktop computer","monitor_resp",1,15.373,"synonym",0,0,1,1,1,"monitor_category"
"2230","Somewhat untrustworthy","Somewhat difficult",9,NA,2020-05-12 13:37:46,"579","True","R_2dKOndfjAOUtrK5","5e654e2055e480000dcd002a","525565",1997,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,2,4,0.36,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.625,19.3377916666667,11,15,17,18,"desktop computer","monitor_resp",1,8.831,"synonym",0,0,1,1,1,"monitor_category"
"2231","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:36:21,"666","True","R_28HsGGPfiYCVPQy","5eb719381aa1b463c0709bc6","501820",1998,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,0,4,4,0.44,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.616666666666667,21.6559166666667,12,15,17,19,"desktop computer","monitor_resp",1,11.844,"synonym",0,0,1,1,1,"monitor_category"
"2232","I don't know","Somewhat difficult",19,NA,2020-05-12 13:38:05,"565","True","R_4129w1cDOtWNStr","5e1f52deaab404037a5a19de","356804",1976,"Female","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",44,0,0,3,4,0.76,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.466666666666667,16.414375,8,10,12,16,"desktop computer","monitor_resp",0.8,12.778,"synonym",0,0,1,1,1,"monitor_category"
"2233","Somewhat trustworthy","Extremely easy",5,NA,2020-05-12 13:31:27,"965","True","R_C2oWf3i28coJv9L","5e095617ac9e1624724a11c4","54147",1999,"Female","Some college","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific",21,0,0,4,1,0.2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.758333333333333,32.4664166666667,6,8,10,18,"desktop computer","monitor_resp",1,9.928,"synonym",0,0,1,1,1,"monitor_category"
"2234","Somewhat trustworthy","Extremely easy",24,"Nicely done folks. Stay safe out there!",2020-05-12 13:31:46,"963","True","R_D6rWZkI1G8INA2J","5c12f106c4b80e000192c472","401423",1961,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",59,1,0,4,1,0.96,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.933333333333333,33.0293333333333,13,16,18,20,"desktop computer","monitor_resp",1,20.796,"synonym",0,0,1,1,1,"monitor_category"
"2235",NA,"Somewhat easy",NA,NA,2020-05-12 13:33:32,"868","True","R_3MyRM46JNx32l91","5d3821f0ddea5a0001757f93","488859",1964,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",56,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.691666666666667,30.546625,7,10,13,19,"computer monitor","monitor_resp",0.8,17.428,"correct",1,1,1,1,1,"monitor_category"
"2236","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:36:46,"687","True","R_s6bBLI1nNrxZHtT","5dc49e6732b0ad364e9e4c8c","900120",1984,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.7,22.0638333333333,10,12,13,18,"desktop computer screen","monitor_resp",1,17.755,"synonym",0,0,1,1,1,"monitor_category"
"2237",NA,"Somewhat difficult",NA,"None",2020-05-12 13:36:51,"716","True","R_2qy13obEqpMVyvd","5eaa6602997ece2013491199","985424",1987,"Male","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",33,1,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.683333333333333,23.2505416666667,4,5,8,15,"desktop monitor","monitor_resp",1,28.628,"correct",1,1,1,1,1,"monitor_category"
"2238","Somewhat untrustworthy","Extremely easy",5,NA,2020-05-12 13:38:00,"658","True","R_24OTwHzI5nKGMLx","5eb46e4f15b0522c999e245e","828782",1990,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Detailed",30,1,0,2,1,0.2,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0.875,21.184,13,15,17,19,"desktop computer monitor","monitor_resp",1,10.758,"correct",1,1,1,1,1,"monitor_category"
"2239",NA,"Somewhat difficult",NA,NA,2020-05-12 13:35:11,"828","True","R_1IFvORsvLITB6M8","5a5f7c21ac56240001543340","396159",1985,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",35,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.7,20.6381666666667,9,11,13,19,"an old computer monitor","monitor_resp",0.8,9.591,"correct",1,1,1,1,1,"monitor_category"
"2240",NA,"Extremely difficult",NA,NA,2020-05-12 13:34:47,"871","True","R_saFZ9cZaFfQZSZr","56aa2976402d62000a6f8d1f","826984",1965,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",55,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.075,30.8067083333333,0,2,8,10,"polystyrene packaging","monitor_resp",0,58.609,"wrong",0,0,0,0,0,"monitor_category"
"2241","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:33:57,"925","True","R_qReu3NNUWAyoGCR","5eac911e8fdf2d3021221f6a","704320",2000,"Male","High School","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,1,4,4,0.6,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.591666666666667,30.4977083333333,15,18,20,21,"computer","monitor_resp",1,13.424,"synonym",0,0,1,1,1,"monitor_category"
"2242","Somewhat trustworthy","Extremely easy",17,NA,2020-05-12 13:36:21,"786","True","R_2c2vun4HKxvzjgt","5a6ceedbe70ca900017ad6c7","334704",1981,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",39,1,1,4,1,0.68,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.758333333333333,25.6566666666667,10,14,16,18,"desktop computer","monitor_resp",1,17.468,"synonym",0,0,1,1,1,"monitor_category"
"2243","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:35:44,"831","True","R_5nhIAwfkdzPcPoB","5a048d21df3fa800015c33a1","16876",1979,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",41,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.6,26.7859166666667,14,18,19,21,"desktop computer","monitor_resp",1,17.302,"synonym",0,0,1,1,1,"monitor_category"
"2244","Somewhat trustworthy","Somewhat difficult",5,NA,2020-05-12 13:27:22,"1341","True","R_3rSR02wPdtQVofB","5dc870b7fbf4745dfcfb493e","139212",1975,"Male","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",45,1,1,4,4,0.2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.8,39.1378333333333,12,16,17,20,"computer monitor","monitor_resp",1,23.067,"correct",1,1,1,1,1,"monitor_category"
"2245","Somewhat untrustworthy","Somewhat difficult",0,NA,2020-05-12 13:31:28,"1111","True","R_22s4BEarap9dY1m","5904ba7144ed04000162594e","534196",1981,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",39,1,0,2,4,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.741666666666667,33.661875,7,10,12,16,"desktop computer","monitor_resp",1,11.958,"synonym",0,0,1,1,1,"monitor_category"
"2246",NA,"Somewhat difficult",NA,NA,2020-05-12 13:21:51,"1698","True","R_3dRqxtCJaU5IqOG","5bcf72483481f200014a9695","453921",1980,"Female","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific",40,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.566666666666667,61.1160416666667,9,12,13,19,"crt computer monitor","monitor_resp",0.6,15.235,"correct",1,1,1,1,1,"monitor_category"
"2247","Somewhat untrustworthy","Somewhat easy",18,"INTERESTING,  Near the end there was a dalmation and some cherries,  but no cherry option,  Thanks",2020-05-12 13:34:28,"947","True","R_1FENbZEpc2eay8Z","5d5427b656ce480019862700","533834",1966,"Male","Some college","5AI_nobar","Yes","Yes","Howler Monkey","With All Possible Options",54,0,1,2,2,0.72,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.783333333333333,26.70675,12,15,17,18,"desktop computer","monitor_resp",1,24.699,"synonym",0,0,1,1,1,"monitor_category"
"2248","Somewhat untrustworthy","Extremely easy",5,NA,2020-05-12 13:37:41,"758","True","R_1QsYuAIRc3Gm8oq","5cfe32e6e9fbdd00019cf719","37400",1991,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,2,1,0.2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.791666666666667,25.6157916666667,11,14,16,20,"computer monitor/screen","monitor_resp",1,13.212,"correct",1,1,1,1,1,"monitor_category"
